,City,State,CBSA Code,CBSA Title
909,Pittsfield,Massachusetts,38340,"Pittsfield, MA"
910,Plainview,Texas,38380,"Plainview, TX"
911,Platteville,Wisconsin,38420,"Platteville, WI"
912,Plattsburgh,New York,38460,"Plattsburgh, NY"
913,Plymouth,Indiana,38500,"Plymouth, IN"
914,Pocatello,Idaho,38540,"Pocatello, ID"
915,Point Pleasant,West Virginia,38580,"Point Pleasant, WV-OH"
916,Ponca City,Oklahoma,38620,"Ponca City, OK"
917,Ponce,Puerto Rico,38660,"Ponce, PR"
918,Pontiac,Illinois,38700,"Pontiac, IL"
919,Poplar Bluff,Missouri,38740,"Poplar Bluff, MO"
920,Portales,New Mexico,38780,"Portales, NM"
921,Port Angeles,Washington,38820,"Port Angeles, WA"
922,Port Clinton,Ohio,38840,"Port Clinton, OH"
923,Portland,Maine,38860,"Portland-South Portland, ME"
924,South Portland,Maine,38860,"Portland-South Portland, ME"
925,Beaverton,,38900,"Portland-Vancouver-Hillsboro, OR-WA"
926,Hillsboro,,38900,"Portland-Vancouver-Hillsboro, OR-WA"
927,Portland,Oregon,38900,"Portland-Vancouver-Hillsboro, OR-WA"
928,Vancouver,,38900,"Portland-Vancouver-Hillsboro, OR-WA"
929,Port Lavaca,Texas,38920,"Port Lavaca, TX"
930,Port St. Lucie,Florida,38940,"Port St. Lucie, FL"
931,Portsmouth,Ohio,39020,"Portsmouth, OH"
932,Pottsville,Pennsylvania,39060,"Pottsville, PA"
933,Prescott,Arizona,39140,"Prescott, AZ"
934,Price,Utah,39220,"Price, UT"
935,Prineville,Oregon,39260,"Prineville, OR"
936,Providence,Rhode Island,39300,"Providence-Warwick, RI-MA"
937,Warwick,Rhode Island,39300,"Providence-Warwick, RI-MA"
938,Orem,Utah,39340,"Provo-Orem, UT"
939,Provo,Utah,39340,"Provo-Orem, UT"
940,Pueblo,Colorado,39380,"Pueblo, CO"
941,Pullman,Washington,39420,"Pullman, WA"
942,Punta Gorda,Florida,39460,"Punta Gorda, FL"
943,Quincy,Illinois,39500,"Quincy, IL-MO"
944,Racine,Wisconsin,39540,"Racine, WI"
945,Raleigh,North Carolina,39580,"Raleigh, NC"
946,Rapid City,South Dakota,39660,"Rapid City, SD"
947,Raymondville,Texas,39700,"Raymondville, TX"
948,Reading,Pennsylvania,39740,"Reading, PA"
949,Red Bluff,California,39780,"Red Bluff, CA"
950,Redding,California,39820,"Redding, CA"
951,Red Wing,Minnesota,39860,"Red Wing, MN"
952,Reno,Nevada,39900,"Reno, NV"
953,Rexburg,Idaho,39940,"Rexburg, ID"
954,Richmond,Indiana,39980,"Richmond, IN"
955,Richmond,Virginia,40060,"Richmond, VA"
956,Berea,Kentucky,40080,"Richmond-Berea, KY"
957,Richmond,Kentucky,40080,"Richmond-Berea, KY"
958,Rio Grande City,Texas,40100,"Rio Grande City, TX"
959,Chino,California,40140,"Riverside-San Bernardino-Ontario, CA"
960,Corona,California,40140,"Riverside-San Bernardino-Ontario, CA"
961,Ontario,California,40140,"Riverside-San Bernardino-Ontario, CA"
962,Redlands,California,40140,"Riverside-San Bernardino-Ontario, CA"
963,Riverside,California,40140,"Riverside-San Bernardino-Ontario, CA"
964,San Bernardino,California,40140,"Riverside-San Bernardino-Ontario, CA"
965,Temecula,California,40140,"Riverside-San Bernardino-Ontario, CA"
966,Victorville,California,40140,"Riverside-San Bernardino-Ontario, CA"
967,Riverton,Wyoming,40180,"Riverton, WY"
968,Roanoke,Virginia,40220,"Roanoke, VA"
969,Roanoke Rapids,North Carolina,40260,"Roanoke Rapids, NC"
970,Rochelle,Illinois,40300,"Rochelle, IL"
971,Rochester,Minnesota,40340,"Rochester, MN"
972,Rochester,New York,40380,"Rochester, NY"
973,Rockford,Illinois,40420,"Rockford, IL"
974,Rockingham,North Carolina,40460,"Rockingham, NC"
975,Rock Springs,Wyoming,40540,"Rock Springs, WY"
976,Rocky Mount,North Carolina,40580,"Rocky Mount, NC"
977,Rolla,Missouri,40620,"Rolla, MO"
978,Rome,Georgia,40660,"Rome, GA"
979,Roseburg,Oregon,40700,"Roseburg, OR"
980,Roswell,New Mexico,40740,"Roswell, NM"
981,Ruidoso,New Mexico,40760,"Ruidoso, NM"
982,Russellville,Arkansas,40780,"Russellville, AR"
983,Ruston,Louisiana,40820,"Ruston, LA"
984,Rutland,Vermont,40860,"Rutland, VT"
985,Arden-Arcade,California,40900,"Sacramento--Roseville--Arden-Arcade, CA"
986,Folsom,California,40900,"Sacramento--Roseville--Arden-Arcade, CA"
987,Rancho Cordova,California,40900,"Sacramento--Roseville--Arden-Arcade, CA"
988,Roseville,California,40900,"Sacramento--Roseville--Arden-Arcade, CA"
989,Sacramento,California,40900,"Sacramento--Roseville--Arden-Arcade, CA"
990,Safford,Arizona,40940,"Safford, AZ"
991,Saginaw,Michigan,40980,"Saginaw, MI"
992,St. Cloud,Minnesota,41060,"St. Cloud, MN"
993,St. George,Utah,41100,"St. George, UT"
994,St. Joseph,Missouri,41140,"St. Joseph, MO-KS"
995,St. Charles,Missouri,41180,"St. Louis, MO-IL"
996,St. Louis,Missouri,41180,"St. Louis, MO-IL"
997,St. Marys,Georgia,41220,"St. Marys, GA"
998,St. Marys,Pennsylvania,41260,"St. Marys, PA"
999,Salem,Ohio,41400,"Salem, OH"
1000,Salem,Oregon,41420,"Salem, OR"
1001,Salina,Kansas,41460,"Salina, KS"
1002,Salinas,California,41500,"Salinas, CA"
1003,Salisbury,Maryland,41540,"Salisbury, MD-DE"
1004,Salt Lake City,Utah,41620,"Salt Lake City, UT"
1005,San Angelo,Texas,41660,"San Angelo, TX"
1006,New Braunfels,Texas,41700,"San Antonio-New Braunfels, TX"
1007,San Antonio,Texas,41700,"San Antonio-New Braunfels, TX"
1008,Carlsbad,California,41740,"San Diego-Carlsbad, CA"
1009,San Diego,California,41740,"San Diego-Carlsbad, CA"
1010,Sandpoint,Idaho,41760,"Sandpoint, ID"
1011,Sandusky,Ohio,41780,"Sandusky, OH"
1012,Sanford,North Carolina,41820,"Sanford, NC"
1013,Berkeley,California,41860,"San Francisco-Oakland-Hayward, CA"
1014,Hayward,California,41860,"San Francisco-Oakland-Hayward, CA"
1015,Oakland,California,41860,"San Francisco-Oakland-Hayward, CA"
1016,Pleasanton,California,41860,"San Francisco-Oakland-Hayward, CA"
1017,Redwood City,California,41860,"San Francisco-Oakland-Hayward, CA"
1018,San Francisco,California,41860,"San Francisco-Oakland-Hayward, CA"
1019,San Leandro,California,41860,"San Francisco-Oakland-Hayward, CA"
1020,San Rafael,California,41860,"San Francisco-Oakland-Hayward, CA"
1021,San Ramon,California,41860,"San Francisco-Oakland-Hayward, CA"
1022,South San Francisco,California,41860,"San Francisco-Oakland-Hayward, CA"
1023,Walnut Creek,California,41860,"San Francisco-Oakland-Hayward, CA"
1024,San Germán,Puerto Rico,41900,"San Germán, PR"
1025,Cupertino,California,41940,"San Jose-Sunnyvale-Santa Clara, CA"
1026,Milpitas,California,41940,"San Jose-Sunnyvale-Santa Clara, CA"
1027,Mountain View,California,41940,"San Jose-Sunnyvale-Santa Clara, CA"
1028,Palo Alto,California,41940,"San Jose-Sunnyvale-Santa Clara, CA"
1029,San Jose,California,41940,"San Jose-Sunnyvale-Santa Clara, CA"
1030,Santa Clara,California,41940,"San Jose-Sunnyvale-Santa Clara, CA"
1031,Sunnyvale,California,41940,"San Jose-Sunnyvale-Santa Clara, CA"
1032,Caguas,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1033,Carolina,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1034,Guaynabo,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1035,San Juan,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1036,Arroyo Grande,California,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA"
1037,El Paso de Robles (Paso Robles),California,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA"
1038,San Luis Obispo,California,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA"
1039,Santa Cruz,California,42100,"Santa Cruz-Watsonville, CA"
1040,Watsonville,California,42100,"Santa Cruz-Watsonville, CA"
1041,Santa Fe,New Mexico,42140,"Santa Fe, NM"
1042,Santa Isabel,Puerto Rico,42180,"Santa Isabel, PR"
1043,Santa Barbara,California,42200,"Santa Maria-Santa Barbara, CA"
1044,Santa Maria,California,42200,"Santa Maria-Santa Barbara, CA"
1045,Santa Rosa,California,42220,"Santa Rosa, CA"
1046,Sault Ste. Marie,Michigan,42300,"Sault Ste. Marie, MI"
1047,Savannah,Georgia,42340,"Savannah, GA"
1048,Sayre,Pennsylvania,42380,"Sayre, PA"
1049,Scottsbluff,Nebraska,42420,"Scottsbluff, NE"
1050,Scottsboro,Alabama,42460,"Scottsboro, AL"
1051,Hazleton,Pennsylvania,42540,"Scranton--Wilkes-Barre--Hazleton, PA"
1052,Scranton,Pennsylvania,42540,"Scranton--Wilkes-Barre--Hazleton, PA"
1053,Wilkes-Barre,Pennsylvania,42540,"Scranton--Wilkes-Barre--Hazleton, PA"
1054,Searcy,Arkansas,42620,"Searcy, AR"
1055,Auburn,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1056,Bellevue,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1057,Everett,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1058,Kent,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1059,Lakewood,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1060,Redmond,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1061,Renton,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1062,Seattle,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1063,Tacoma,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1064,Sebastian,Florida,42680,"Sebastian-Vero Beach, FL"
1065,Vero Beach,Florida,42680,"Sebastian-Vero Beach, FL"
1066,Sebring,Florida,42700,"Sebring, FL"
1067,Sedalia,Missouri,42740,"Sedalia, MO"
1068,Selinsgrove,Pennsylvania,42780,"Selinsgrove, PA"
1069,Selma,Alabama,42820,"Selma, AL"
1070,Seneca,South Carolina,42860,"Seneca, SC"
1071,Seneca Falls,New York,42900,"Seneca Falls, NY"
1072,Sevierville,Tennessee,42940,"Sevierville, TN"
1073,Seymour,Indiana,42980,"Seymour, IN"
1074,Shawano,Wisconsin,43020,"Shawano, WI"
1075,Shawnee,Oklahoma,43060,"Shawnee, OK"
1076,Sheboygan,Wisconsin,43100,"Sheboygan, WI"
1077,Shelby,North Carolina,43140,"Shelby, NC"
1078,Shelbyville,Tennessee,43180,"Shelbyville, TN"
1079,Shelton,Washington,43220,"Shelton, WA"
1080,Sheridan,Wyoming,43260,"Sheridan, WY"
1081,Denison,Texas,43300,"Sherman-Denison, TX"
1082,Sherman,Texas,43300,"Sherman-Denison, TX"
1083,Show Low,Arizona,43320,"Show Low, AZ"
1084,Bossier City,Louisiana,43340,"Shreveport-Bossier City, LA"
1085,Shreveport,Louisiana,43340,"Shreveport-Bossier City, LA"
1086,Sidney,Ohio,43380,"Sidney, OH"
1087,Douglas,Arizona,43420,"Sierra Vista-Douglas, AZ"
1088,Sierra Vista,Arizona,43420,"Sierra Vista-Douglas, AZ"
1089,Sikeston,Missouri,43460,"Sikeston, MO"
1090,Silver City,New Mexico,43500,"Silver City, NM"
1091,Sioux City,Iowa,43580,"Sioux City, IA-NE-SD"
1092,Sioux Falls,South Dakota,43620,"Sioux Falls, SD"
1093,Snyder,Texas,43660,"Snyder, TX"
1094,Somerset,Kentucky,43700,"Somerset, KY"
1095,Somerset,Pennsylvania,43740,"Somerset, PA"
1096,Sonora,California,43760,"Sonora, CA"
1097,Mishawaka,Indiana,43780,"South Bend-Mishawaka, IN-MI"
1098,South Bend,Indiana,43780,"South Bend-Mishawaka, IN-MI"
1099,Spartanburg,South Carolina,43900,"Spartanburg, SC"
1100,Spearfish,South Dakota,43940,"Spearfish, SD"
1101,Spencer,Iowa,43980,"Spencer, IA"
1102,Spirit Lake,Iowa,44020,"Spirit Lake, IA"
1103,Spokane,Washington,44060,"Spokane-Spokane Valley, WA"
1104,Spokane Valley,Washington,44060,"Spokane-Spokane Valley, WA"
1105,Springfield,Illinois,44100,"Springfield, IL"
1106,Springfield,Massachusetts,44140,"Springfield, MA"
1107,Springfield,Missouri,44180,"Springfield, MO"
1108,Springfield,Ohio,44220,"Springfield, OH"
1109,Starkville,Mississippi,44260,"Starkville, MS"
1110,State College,Pennsylvania,44300,"State College, PA"
1111,Statesboro,Georgia,44340,"Statesboro, GA"
1112,Staunton,Virginia,44420,"Staunton-Waynesboro, VA"
1113,Waynesboro,Virginia,44420,"Staunton-Waynesboro, VA"
1114,Steamboat Springs,Colorado,44460,"Steamboat Springs, CO"
1115,Stephenville,Texas,44500,"Stephenville, TX"
1116,Sterling,Colorado,44540,"Sterling, CO"
1117,Sterling,Illinois,44580,"Sterling, IL"
1118,Stevens Point,Wisconsin,44620,"Stevens Point, WI"
1119,Stillwater,Oklahoma,44660,"Stillwater, OK"
1120,Lodi,California,44700,"Stockton-Lodi, CA"
1121,Stockton,California,44700,"Stockton-Lodi, CA"
1122,Storm Lake,Iowa,44740,"Storm Lake, IA"
1123,Sturgis,Michigan,44780,"Sturgis, MI"
1124,Sulphur Springs,Texas,44860,"Sulphur Springs, TX"
1125,Summerville,Georgia,44900,"Summerville, GA"
1126,Summit Park,Utah,44920,"Summit Park, UT"
1127,Sumter,South Carolina,44940,"Sumter, SC"
1128,Sunbury,Pennsylvania,44980,"Sunbury, PA"
1129,Susanville,California,45000,"Susanville, CA"
1130,Sweetwater,Texas,45020,"Sweetwater, TX"
1131,Syracuse,New York,45060,"Syracuse, NY"
1132,Tahlequah,Oklahoma,45140,"Tahlequah, OK"
1133,Sylacauga,Alabama,45180,"Talladega-Sylacauga, AL"
1134,Talladega,Alabama,45180,"Talladega-Sylacauga, AL"
1135,Tallahassee,Florida,45220,"Tallahassee, FL"
1136,Clearwater,Florida,45300,"Tampa-St. Petersburg-Clearwater, FL"
1137,Largo,Florida,45300,"Tampa-St. Petersburg-Clearwater, FL"
1138,St. Petersburg,Florida,45300,"Tampa-St. Petersburg-Clearwater, FL"
1139,Tampa,Florida,45300,"Tampa-St. Petersburg-Clearwater, FL"
1140,Taos,New Mexico,45340,"Taos, NM"
1141,Taylorville,Illinois,45380,"Taylorville, IL"
1142,Terre Haute,Indiana,45460,"Terre Haute, IN"
1143,Texarkana,Texas,45500,"Texarkana, TX-AR"
1144,The Dalles,Oregon,45520,"The Dalles, OR"
1145,The Villages,Florida,45540,"The Villages, FL"
1146,Thomaston,Georgia,45580,"Thomaston, GA"
1147,Thomasville,Georgia,45620,"Thomasville, GA"
1148,Tiffin,Ohio,45660,"Tiffin, OH"
1149,Tifton,Georgia,45700,"Tifton, GA"
1150,Toccoa,Georgia,45740,"Toccoa, GA"
1151,Toledo,Ohio,45780,"Toledo, OH"
1152,Topeka,Kansas,45820,"Topeka, KS"
1153,Torrington,Connecticut,45860,"Torrington, CT"
1154,Traverse City,Michigan,45900,"Traverse City, MI"
1155,Trenton,New Jersey,45940,"Trenton, NJ"
1156,Troy,Alabama,45980,"Troy, AL"
1157,Grass Valley,California,46020,"Truckee-Grass Valley, CA"
1158,Truckee,California,46020,"Truckee-Grass Valley, CA"
1159,Tucson,Arizona,46060,"Tucson, AZ"
1160,Manchester,Tennessee,46100,"Tullahoma-Manchester, TN"
1161,Tullahoma,Tennessee,46100,"Tullahoma-Manchester, TN"
1162,Tulsa,Oklahoma,46140,"Tulsa, OK"
1163,Tupelo,Mississippi,46180,"Tupelo, MS"
1164,Tuscaloosa,Alabama,46220,"Tuscaloosa, AL"
1165,Twin Falls,Idaho,46300,"Twin Falls, ID"
1166,Tyler,Texas,46340,"Tyler, TX"
1167,Ukiah,California,46380,"Ukiah, CA"
1168,Union City,Tennessee,46460,"Union City, TN-KY"
1169,Urbana,Ohio,46500,"Urbana, OH"
1170,Urban Honolulu,Hawaii,46520,"Urban Honolulu, HI"
1171,Rome,New York,46540,"Utica-Rome, NY"
1172,Utica,New York,46540,"Utica-Rome, NY"
1173,Uvalde,Texas,46620,"Uvalde, TX"
1174,Valdosta,Georgia,46660,"Valdosta, GA"
1175,Fairfield,California,46700,"Vallejo-Fairfield, CA"
1176,Vallejo,California,46700,"Vallejo-Fairfield, CA"
1177,Valley,Alabama,46740,"Valley, AL"
1178,Van Wert,Ohio,46780,"Van Wert, OH"
1179,Vermillion,South Dakota,46820,"Vermillion, SD"
1180,Vernal,Utah,46860,"Vernal, UT"
1181,Vernon,Texas,46900,"Vernon, TX"
1182,Vicksburg,Mississippi,46980,"Vicksburg, MS"
1183,Victoria,Texas,47020,"Victoria, TX"
1184,Vidalia,Georgia,47080,"Vidalia, GA"
1185,Vincennes,Indiana,47180,"Vincennes, IN"
1186,Bridgeton,New Jersey,47220,"Vineland-Bridgeton, NJ"
1187,Vineland,New Jersey,47220,"Vineland-Bridgeton, NJ"
1188,Vineyard Haven,Massachusetts,47240,"Vineyard Haven, MA"
1189,Hampton,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1190,Newport News,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1191,Norfolk,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1192,Portsmouth,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1193,Virginia Beach,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1194,Porterville,California,47300,"Visalia-Porterville, CA"
1195,Visalia,California,47300,"Visalia-Porterville, CA"
1196,Wabash,Indiana,47340,"Wabash, IN"
1197,Waco,Texas,47380,"Waco, TX"
1198,Wahpeton,North Dakota,47420,"Wahpeton, ND-MN"
1199,Walla Walla,Washington,47460,"Walla Walla, WA"
1200,Wapakoneta,Ohio,47540,"Wapakoneta, OH"
1201,Warner Robins,Georgia,47580,"Warner Robins, GA"
1202,Warren,Pennsylvania,47620,"Warren, PA"
1203,Warrensburg,Missouri,47660,"Warrensburg, MO"
1204,Warsaw,Indiana,47700,"Warsaw, IN"
1205,Washington,Indiana,47780,"Washington, IN"
1206,Washington,North Carolina,47820,"Washington, NC"
1207,Washington,DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1208,Bethesda,Maryland,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1209,Frederick,Maryland,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1210,Gaithersburg,Maryland,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1211,Rockville,Maryland,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1212,Silver Spring,Maryland,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1213,Alexandria,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1214,Arlington,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1215,Reston,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1216,Washington Court House,Ohio,47920,"Washington Court House, OH"
1217,Cedar Falls,Iowa,47940,"Waterloo-Cedar Falls, IA"
1218,Waterloo,Iowa,47940,"Waterloo-Cedar Falls, IA"
1219,Watertown,South Dakota,47980,"Watertown, SD"
1220,Fort Atkinson,Wisconsin,48020,"Watertown-Fort Atkinson, WI"
1221,Watertown,Wisconsin,48020,"Watertown-Fort Atkinson, WI"
1222,Fort Drum,New York,48060,"Watertown-Fort Drum, NY"
1223,Watertown,New York,48060,"Watertown-Fort Drum, NY"
1224,Wauchula,Florida,48100,"Wauchula, FL"
1225,Wausau,Wisconsin,48140,"Wausau, WI"
1226,Waycross,Georgia,48180,"Waycross, GA"
1227,Weatherford,Oklahoma,48220,"Weatherford, OK"
1228,Steubenville,Ohio,48260,"Weirton-Steubenville, WV-OH"
1229,Weirton,West Virginia,48260,"Weirton-Steubenville, WV-OH"
1230,Wenatchee,Washington,48300,"Wenatchee, WA"
1231,West Plains,Missouri,48460,"West Plains, MO"
1232,West Point,Mississippi,48500,"West Point, MS"
1233,Wheeling,West Virginia,48540,"Wheeling, WV-OH"
1234,Elkhorn,Wisconsin,48580,"Whitewater-Elkhorn, WI"
1235,Whitewater,Wisconsin,48580,"Whitewater-Elkhorn, WI"
1236,Wichita,Kansas,48620,"Wichita, KS"
1237,Wichita Falls,Texas,48660,"Wichita Falls, TX"
1238,Williamsport,Pennsylvania,48700,"Williamsport, PA"
1239,Williston,North Dakota,48780,"Williston, ND"
1240,Willmar,Minnesota,48820,"Willmar, MN"
1241,Wilmington,North Carolina,48900,"Wilmington, NC"
1242,Wilmington,Ohio,48940,"Wilmington, OH"
1243,Wilson,North Carolina,48980,"Wilson, NC"
1244,Winchester,Virginia,49020,"Winchester, VA-WV"
1245,Winnemucca,Nevada,49080,"Winnemucca, NV"
1246,Winona,Minnesota,49100,"Winona, MN"
1247,Winston-Salem,North Carolina,49180,"Winston-Salem, NC"
1248,Marshfield,Wisconsin,49220,"Wisconsin Rapids-Marshfield, WI"
1249,Wisconsin Rapids,Wisconsin,49220,"Wisconsin Rapids-Marshfield, WI"
1250,Woodward,Oklahoma,49260,"Woodward, OK"
1251,Wooster,Ohio,49300,"Wooster, OH"
1252,Worcester,Massachusetts,49340,"Worcester, MA-CT"
1253,Worthington,Minnesota,49380,"Worthington, MN"
1254,Yakima,Washington,49420,"Yakima, WA"
1255,Yankton,South Dakota,49460,"Yankton, SD"
1256,Hanover,Pennsylvania,49620,"York-Hanover, PA"
1257,York,Pennsylvania,49620,"York-Hanover, PA"
1258,Boardman,Ohio,49660,"Youngstown-Warren-Boardman, OH-PA"
1259,Warren,Ohio,49660,"Youngstown-Warren-Boardman, OH-PA"
1260,Youngstown,Ohio,49660,"Youngstown-Warren-Boardman, OH-PA"
1261,Yuba City,California,49700,"Yuba City, CA"
1262,Yuma,Arizona,49740,"Yuma, AZ"
1263,Zanesville,Ohio,49780,"Zanesville, OH"
1264,Zapata,Texas,49820,"Zapata, TX"
